"id_str","full_text","text_clean","label"
"1.86739276583297E+018","Ketua Umum PDIP, Megawati Soekarnoputri, menegaskan secara prinsip, dirinya mendukung dan setuju dengan program unggulan Presiden @prabowo, Makan Bergizi Gratis (MBG).

Kendati setuju dengan program ini, Megawati menilai perencanaan program makan bergizi gratis itu perlu https://t.co/HO08uWYtl4","ketua umum pdip megawati soekarnoputri menegaskan secara prinsip dirinya mendukung dan setuju dengan program unggulan presiden makan bergizi gratis mbg kendati setuju dengan program ini megawati menilai perencanaan program makan bergizi gratis itu perlu","0"
"1.86742585041059E+018","Makan Bergizi Gratis 

Program Pemerintah Pak Prabowo Subianto - Gibran Rakabuming Raka, banyak yg sensi soal ini. Beli bahan d pasar atau masyarakat tentu menumbuhkan daya beli, orang nganggur bisa kerja tentu mengurangi pengangguran.. https://t.co/WW7fU1SaTU","makan bergizi gratis program pemerintah pak prabowo subianto gibran rakabuming raka banyak yang sensi soal ini beli bahan di pasar atau masyarakat tentu menumbuhkan daya beli orang nganggur bisa kerja tentu mengurangi pengangguran","0"
"1.86712976564967E+018","Megawati sebut anggaran Rp 10.000 untuk makan bergizi gratis tidak cukup. Ia pun sampaikan pesan ke Presiden Prabowo agar meninjau kembali anggaran tersebut. https://t.co/nIIuBQcpQC","megawati sebut anggaran rp untuk makan bergizi gratis tidak cukup ia pun sampaikan pesan ke presiden prabowo agar meninjau kembali anggaran tersebut","0"
"1.86607280103741E+018","Wamendes PDT, Riza Patria, menginstruksikan jajarannya untuk memastikan pasokan bahan baku terpenuhi untuk program makan bergizi gratis di desa. https://t.co/HujK1ibE56","wamendes pdt riza patria menginstruksikan jajarannya untuk memastikan pasokan bahan baku terpenuhi untuk program makan bergizi gratis di desa","0"
"1.86749488751782E+018","Kantor Komunikasi Presiden Tinjau Uji Coba Makan Bergizi Gratis untuk 3.018 Siswa di Bogor
https://t.co/1WcncV5p0N","kantor komunikasi presiden tinjau uji coba makan bergizi gratis untuk siswa di bogor","0"
"1.86713226099207E+018","AKHIRNYA MEGAWATI BENAR BENAR DUKUNG PROGRAM MAKAN SIANG BERGIZI GRATIS 

Hal ini disampaikan saat menjadi pembicara kunci pada Peluncuran dan Diskusi Buku Berjudul: Pilpres 2024 Antara Hukum, Etika, dan Pertimbangan Psikologis di Jakarta, Kamis 12/12/2024

Pertanda apakah ini ? https://t.co/xZhRrRgRjY","akhirnya megawati benar benar dukung program makan siang bergizi gratis hal ini disampaikan saat menjadi pembicara kunci pada peluncuran dan diskusi buku berjudul pilpres antara hukum etika dan pertimbangan psikologis di jakarta kamis pertanda apakah ini","0"
"1.86749447373296E+018","Fakultas Vokasi Universitas Negeri Yogyakarta (UNY) mengaku kesulitan menghidangkan makanan bergizi senilai Rp10.000 dalam program nasional makan bergizi gratis. #makanbergizigratis","fakultas vokasi universitas negeri yogyakarta uny mengaku kesulitan menghidangkan makanan bergizi senilai rp dalam program nasional makan bergizi gratis makanbergizigratis","0"
"1.86610318706709E+018","Simulasi program makan bergizi gratis tak berjalan mulus. Kualitas menu dipertanyakan banyak pihak.

https://t.co/wTsaaEDv12","simulasi program makan bergizi gratis tak berjalan mulus kualitas menu dipertanyakan banyak pihak","0"
"1.86786462418567E+018","KAWAL KETAT JENDERAL..! Dr. Widjaja Lukito Sebut Rp 10.000/Porsi Relatif Cukup Untuk Makan Bergizi Gratis: Asal Jangan Dikorup Lagi! https://t.co/r2WCRsxYb1 lewat @BERGELORA.COM https://t.co/XdnquPvBu5","kawal ketat jenderal dr widjaja lukito sebut rp porsi relatif cukup untuk makan bergizi gratis asal jangan dikorup lagi lewat com","0"
"1.86785869808295E+018","Gus Menko â¦@cakimiNOWâ© merespons usulan Ketum PDIP Megawati untuk Presiden Prabowo Subianto mengkaji kembali anggaran makan bergizi gratis senilai Rp 10.000/porsi.

 https://t.co/TVgT0WXBL3","gus menko merespons usulan ketum pdip megawati untuk presiden prabowo subianto mengkaji kembali anggaran makan bergizi gratis senilai rp porsi","0"
"1.86607751007901E+018","Kantor Komunikasi Kepresidenan meninjau uji coba makan bergizi gratis dari SPPG Tanah Sareal, Bogor. Menggunakan boks berbahan stainless steel, makanan itu berisi ayam hingga pisang. https://t.co/Cp2P0rHwmS","kantor komunikasi kepresidenan meninjau uji coba makan bergizi gratis dari sppg tanah sareal bogor menggunakan boks berbahan stainless steel makanan itu berisi ayam hingga pisang","0"
"1.86786460753824E+018","Wali Kota Pekanbaru Pastikan Makan Bergizi Gratis Berjalan Maksimal di Tahun 2025
https://t.co/GFKbIkMm5M","wali kota pekanbaru pastikan makan bergizi gratis berjalan maksimal di tahun","0"
"1.86742717995887E+018","Wapres Gibran Rakabuming hadir di Konferensi Besar Fatayat NU 2024 di Menteng Jakpus, Jumat (13/12/24). Ia meminta Fatayat NU ikut mengawal Program Kabinet Merah Putih, seperti makan bergizi gratis &amp; ikut mendeteksi dini kekerasan pd perempuan &amp; anak

#LiputanSonora by @Miroliaa https://t.co/4hYnWM2WyQ","wapres gibran rakabuming hadir di konferensi besar fatayat nu di menteng jakpus jumat ia meminta fatayat nu ikut mengawal program kabinet merah putih seperti makan bergizi gratis amp ikut mendeteksi dini kekerasan pada perempuan amp anak liputansonora by","0"
"1.86789984003152E+018","Megawati Soroti Makan Bergizi Gratis, Pramono Anung Jawab Begini

https://t.co/wDXLGvmggH","megawati soroti makan bergizi gratis pramono anung jawab begini","0"
"1.86788940636083E+018","Uji coba Program Makan Bergizi Gratis (MBG) yang dicanangkan Presiden Prabowo Subianto mendapat sambutan positif dari sekolah, siswa, dan orang tua. Secara umum, mereka ingin Program Makan Bergizi Gratis dilaksanakan secara berkelanjutan.

Respons masyarakat yang merasakan https://t.co/3LeC9tMeaa","uji coba program makan bergizi gratis mbg yang dicanangkan presiden prabowo subianto mendapat sambutan positif dari sekolah siswa dan orang tua secara umum mereka ingin program makan bergizi gratis dilaksanakan secara berkelanjutan respons masyarakat yang merasakan","0"
"1.86599805846053E+018","Istana meninjau kesiapan program makan bergizi gratis di Tanah Sareal, Bogor. Program makan bergizi gratis ini akan diberikan ke 3.018 siswa di 15 sekolah. https://t.co/wtNOsVHsNT","istana meninjau kesiapan program makan bergizi gratis di tanah sareal bogor program makan bergizi gratis ini akan diberikan ke siswa di sekolah","0"
"1.86748142297152E+018","Pakai Cara Ini, BRI Siap Sukseskan Program Makan Bergizi Gratis
https://t.co/2R64QYjZd9","pakai cara ini bri siap sukseskan program makan bergizi gratis","0"
"1.86736039459315E+018","Megawati Soekarnoputri mengomentari program Presiden Prabowo Subianto yakni makan bergizi gratis (MGB) yang digagas bersama Wakil Presiden Gibran, putra sulung eks presiden Jokowi. Menurut Mega, anggaran program itu perlu ditinjau lagi
.
Eks presiden kelima RI, Megawati, mengaku https://t.co/uEoAcLleZt","megawati soekarnoputri mengomentari program presiden prabowo subianto yakni makan bergizi gratis mgb yang digagas bersama wakil presiden gibran putra sulung eks presiden jokowi menurut mega anggaran program itu perlu ditinjau lagi eks presiden kelima ri megawati mengaku","0"
"1.86709973197092E+018","Megawati Mendukung Program Makan Bergizi Gratis Presiden Prabowo

Ketua Umum PDI Perjuangan Megawati Soekarnoputri mengaku dirinya mendukung salah satu program Presiden Prabowo Subianto yakni makan bergizi gratis (MBG).

""Katanya mau kasih makanan gratis, setuju saya, beneran,"" https://t.co/dGqgFonszj","megawati mendukung program makan bergizi gratis presiden prabowo ketua umum pdi perjuangan megawati soekarnoputri mengaku dirinya mendukung salah satu program presiden prabowo subianto yakni makan bergizi gratis mbg katanya mau kasih makanan gratis setuju saya benaran","1"
"1.86749875475E+018","Makan Bergizi Gratis Prabowo
Cuma Rp10 Ribu,
Megawati: Dapete Opo Tho Yo ?
.
https://t.co/ke5xQBXvEf
.. https://t.co/YmijxNcRW4","makan bergizi gratis prabowo cuma rp ribu megawati dapete opo tho yo","1"
"1.86713585510345E+018","Megawati Dukung Program Makan Bergizi Gratis
https://t.co/RIEKrNsq11","megawati dukung program makan bergizi gratis","0"
"1.86755506948424E+018","Wapres Gibran Ajak Fatayat NU Dukung Program Makan Bergizi Gratis
https://t.co/CzQmqMRyE1","wapres gibran ajak fatayat nu dukung program makan bergizi gratis","0"
"1.86422059653759E+018","Presiden Prabowo bercerita dia diejek dan ditertawakan saat membeberkan programnya menghilangkan korupsi dan kemiskinan hingga makan bergizi gratis. Ia bahkan dapat ancaman. https://t.co/np1EmCnTTT","presiden prabowo bercerita dia diejek dan ditertawakan saat membeberkan programnya menghilangkan korupsi dan kemiskinan hingga makan bergizi gratis ia bahkan dapat ancaman","0"
"1.86779454261706E+018","Iskandar menyatakan anggaran program makan bergizi gratis senilai Rp 10.000 per porsi adalah perhitungan minimal yang digunakan sebagai dasar awal implementasi program tersebut.

~N #Megawati #MakanBergiziGratis #MuhaiminIskandar 
https://t.co/0A24D2468P","iskandar menyatakan anggaran program makan bergizi gratis senilai rp per porsi adalah perhitungan minimal yang digunakan sebagai dasar awal implementasi program tersebut n megawati makanbergizigratis muhaiminiskandar","0"
"1.86754847095519E+018","Perdebatan soal makan bergizi gratis Rp10 ribu makin panas. Megawati dengan tegas meminta hitungan ulang, mengkhawatirkan dampak kenaikan harga bagi rakyat. Namun, Kepala Bapanas dan Badan Gizi yakin, jika dihitung sesuai porsi, anggaran ini masih cukup. 

#garudatv #laporan8 https://t.co/Gw339BHyeq","perdebatan soal makan bergizi gratis rp ribu makin panas megawati dengan tegas meminta hitungan ulang mengkhawatirkan dampak kenaikan harga bagi rakyat namun kepala bapanas dan badan gizi yakin jika dihitung sesuai porsi anggaran ini masih cukup garudatv laporan","0"
"1.86744971269949E+018","Presiden Prabowo : dunia kembali gelap

benar pak episode geopolitik berlanjut ke episode geo strategis 
rupiah pun tembus 16k per $1

segerakan makan bergizi gratis lumayan utk mendongkrak pendapatan kotor domestik https://t.co/PbfPKh9X7B","presiden prabowo dunia kembali gelap benar pak episode geopolitik berlanjut ke episode geo strategis rupiah pun tembus ke per segerakan makan bergizi gratis lumayan untuk mendongkrak pendapatan kotor domestik","1"
"1.86751983561551E+018","Dukung Program Pemerintah, KSAU Tinjau Uji Coba Program Makan Bergizi Gratis di Colomadu

https://t.co/Dxi9xUwLEH","dukung program pemerintah ksau tinjau uji coba program makan bergizi gratis di colomadu","0"
"1.86787216821162E+018","Ketum PDIP Megawati Soekarnoputri mengkritik anggaran Rp 10 ribu per porsi makan bergizi gratis. Cagub Jakarta, Pramono Anung, menanggapi kritik Megawati. https://t.co/zkJvYhFFeP","ketum pdip megawati soekarnoputri mengkritik anggaran rp ribu per porsi makan bergizi gratis cagub jakarta pramono anung menanggapi kritik megawati","0"
"1.86779724840459E+018","Pramono Anung menolak untuk memberikan komentar mengenai kritik, Megawati Soekarnoputri, terkait anggaran program makan bergizi gratis yang disiapkan pemerintah, yang hanya sebesar Rp 10.000 per porsi. //MN

#PramonoAnung #Megawati #MakanBergiziGratis
 
https://t.co/EX31PmQWEX","pramono anung menolak untuk memberikan komentar mengenai kritik megawati soekarnoputri terkait anggaran program makan bergizi gratis yang disiapkan pemerintah yang hanya sebesar rp per porsi mn pramonoanung megawati makanbergizigratis","0"
"1.86715278652757E+018","Megawati Dukung Program Makan Bergizi Gratis Prabowo, tapi Porsinya Dinaikkan 
@prabowo @PDI_Perjuangan 

https://t.co/6BjM1zCYPb 
#megawatisoekarnoputri #presidenprabowo #pdip #pdiperjuangan #makanbergizigratis #programprabowo https://t.co/AiD5H7y3cN","megawati dukung program makan bergizi gratis prabowo tapi porsinya dinaikkan megawatisoekarnoputri presidenprabowo pdip pdiperjuangan makanbergizigratis programprabowo","0"
"1.86644970436993E+018","Bank Mandiri Genjot KUR untuk Sektor Pangan, Dukung Ekonomi Kerakyatan dan Program Makan Bergizi Gratis https://t.co/iMXxewHLbL lewat @Keuangan News","bank mandiri genjot kur untuk sektor pangan dukung ekonomi kerakyatan dan program makan bergizi gratis lewat news","0"
"1.86711261004027E+018","Megawati Kritisi Makan Bergizi Gratis Prabowo: Rp10.000 Apa Ya Cukup?
https://t.co/j1pGoiAQi2","megawati kritisi makan bergizi gratis prabowo rp apa ya cukup","1"
"1.8671102314211E+018","Kritik Makan Bergizi Gratis Cuma Rp10 Ribu, Megawati: Dapete Opo Tho Yo?
https://t.co/vqbM6yKl7n","kritik makan bergizi gratis cuma rp ribu megawati dapete opo tho yo","1"
"1.86701173251162E+018","Duta Besar Prancis untuk Indonesia, Fabien Penone, menyatakan dukungannya terhadap program makan bergizi gratis di sekolah-sekolah yang menjadi salah satu program unggulan Presiden Prabowo Subianto.
#newsupdate #update #news #oneliner https://t.co/JSqf6CeOAT","duta besar prancis untuk indonesia fabien penone menyatakan dukungannya terhadap program makan bergizi gratis di sekolahsekolah yang menjadi salah satu program unggulan presiden prabowo subianto newsupdate update news oneliner","0"
"1.86711829913548E+018","Presiden ke-5 RI Megawati Soekarnoputri mendukung program makan bergizi gratis yang bakal dilaksanakan pemerintahan Presiden Prabowo Subianto. 

Meski begitu, Megawati menyoroti anggaran program makan bergizi gratis yang disiapkan pemerintah, yakni Rp 10.000 per porsi.

Hal itu https://t.co/imJs440tQZ","presiden ke ri megawati soekarnoputri mendukung program makan bergizi gratis yang bakal dilaksanakan pemerintahan presiden prabowo subianto meski begitu megawati menyoroti anggaran program makan bergizi gratis yang disiapkan pemerintah yakni rp per porsi hal itu","0"
"1.86704827991104E+018","Kementerian Pertanian melalui Direktorat Jenderal Peternakan dan Kesehatan Hewan mengungkapkan 211 perusahaan berkomitmen untuk mengimpor sapi perah dan sapi pedaging untuk mendukung Program Makan Bergizi Gratis (MBG).
https://t.co/mqeJCX2XN2","kementerian pertanian melalui direktorat jenderal peternakan dan kesehatan hewan mengungkapkan perusahaan berkomitmen untuk mengimpor sapi perah dan sapi pedaging untuk mendukung program makan bergizi gratis mbg","0"
"1.86673153417636E+018","Wakil Presiden RI Gibran Rakabuming Raka memastikan program makan bergizi gratis tidak hanya diterapkan di sekolah dan ibu hamil namun juga akan diterapkan di pondok pesantren// Gibran menyatakan pentingnya kebutuhan gizi para santri terpenuhi. Khususnya, karena mereka tak https://t.co/zSa2h2VqTo","wakil presiden ri gibran rakabuming raka memastikan program makan bergizi gratis tidak hanya diterapkan di sekolah dan ibu hamil namun juga akan diterapkan di pondok pesantren gibran menyatakan pentingnya kebutuhan gizi para santri terpenuhi khususnya karena mereka tak","0"
"1.86755507427837E+018","Wapres Gibran Ajak Fatayat NU Dukung Program Makan Bergizi Gratis
https://t.co/wPr4IBrEyc","wapres gibran ajak fatayat nu dukung program makan bergizi gratis","0"
"1.86710673235213E+018","Bima Arya Tinjau Uji Coba Program Makan Siang Bergizi Gratis di Medan
https://t.co/C2Ll9TmWg1","bima arya tinjau uji coba program makan siang bergizi gratis di medan","0"
"1.86598849523349E+018","Program Makan Bergizi Gratis akan mulai dilaksanakan. Pakar ini menyebut pemerintah harus memperhatikan kesesuaian menu dengan keperluan tiap siswa.

Via @detik_edu  https://t.co/HYxys4av4B","program makan bergizi gratis akan mulai dilaksanakan pakar ini menyebut pemerintah harus memperhatikan kesesuaian menu dengan keperluan tiap siswa via","0"
"1.86490510712239E+018","Untuk menyalurkan makan bergizi gratis Pemerintah akan membentuk satuan layanan. HNW pun mendorong Pesantren diberi kepercayaan membentuk satuan layanan.

https://t.co/ERpbPdW6mc","untuk menyalurkan makan bergizi gratis pemerintah akan membentuk satuan layanan hnw pun mendorong pesantren diberi kepercayaan membentuk satuan layanan","0"
"1.86382146636368E+018","Kepala Badan Gizi Nasional, Dadan Hindayana, menyebut rata-rata anggaran makan bergizi gratis Rp 10 ribu per porsi.  https://t.co/kJFeZZpWMB","kepala badan gizi nasional dadan hindayana menyebut ratarata anggaran makan bergizi gratis rp ribu per porsi","0"
"1.86786561431829E+018","Ketua Umum Dewan Pimpinan Nasional HKTI, Fadli Zon mendorong HKTI Jabar menjadi lumbung padi untuk mendukung program makan bergizi gratis, Sabtu (14/12). ð¥Buh
#BeritaElshinta https://t.co/onBfhGMJfG","ketua umum dewan pimpinan nasional hkti fadli zon mendorong hkti jabar menjadi lumbung padi untuk mendukung program makan bergizi gratis sabtu buh beritaelshinta","0"
"1.86753640431588E+018","Pj Wali Kota Probolinggo Sebut Makan Bergizi Gratis Terealisasi di Tahun 2025 #BNetwork 
https://t.co/91iAIqBw6m","pj wali kota probolinggo sebut makan bergizi gratis terealisasi di tahun bnetwork","0"
"1.86793791945068E+018","Lewat Pembiayaan dan Pemberdayaan, BRI Sukseskan Program Makan Bergizi Gratis
https://t.co/NTvDThNWXD","lewat pembiayaan dan pemberdayaan bri sukseskan program makan bergizi gratis","0"
"1.86753130881114E+018","""Pemprov Kepri akan berupaya maksimal agar program Makan Bergizi Gratis ini dapat terlaksana dengan baik,"" kata Ansar. 
https://t.co/GicdidUvuf","pemprov kepri akan berupaya maksimal agar program makan bergizi gratis ini dapat terlaksana dengan baik kata ansar","0"
"1.86717767161392E+018","Ketua Umum PDI Perjuangan, Megawati Soekarnoputri, menyatakan dukungannya terhadap program makan bergizi gratis (MBG). Namun, ia memberi catatan penting terkait implementasinya. 

""Katanya mau kasih makanan (bergizi) gratis, setuju saya, beneran,"" ujar Megawati di Jakarta, Kamis https://t.co/sNkvZZKwXb","ketua umum pdi perjuangan megawati soekarnoputri menyatakan dukungannya terhadap program makan bergizi gratis mbg namun ia memberi catatan penting terkait implementasinya katanya mau kasih makanan bergizi gratis setuju saya benaran ujar megawati di jakarta kamis","1"
"1.8674015561334E+018","Megawati mengusulkan agar anggaran program makan bergizi gratis untuk dikaji kembali. Demokrat menilai anggaran tersebut sudah pas. https://t.co/3A3og4ITty","megawati mengusulkan agar anggaran program makan bergizi gratis untuk dikaji kembali demokrat menilai anggaran tersebut sudah pas","0"
"1.86636975779817E+018","#Foto Sejumlah siswa TK Kartika V-11 Air Putih menyantap makanan saat uji coba makanan bergizi di Samarinda, Kalimantan Timur, Selasa (10/12). Begini potretnya.

&gt;&gt; https://t.co/h9opTUFyTb

Foto: Antara Foto/M Risyal Hidayat https://t.co/9liiqwIYuH","foto sejumlah siswa tk kartika v air putih menyantap makanan saat uji coba makanan bergizi di samarinda kalimantan timur selasa begini potretnya gtgt foto antara fotom risyal hidayat","0"
"1.86777703049617E+018","Program Makan Siang Bergizi Gratis, DKP Pekanbaru Utamakan Pangan Lokal #BNetwork
https://t.co/6XHbT50SNP","program makan siang bergizi gratis dkp pekanbaru utamakan pangan lokal bnetwork","0"
"1.86717535725172E+018","Megawati Dukung Program Makan Bergizi Gratis, Soroti Anggaran Rp 10.000 per Porsi

Presiden ke-5 RI, Megawati Soekarnoputri, menyatakan dukungannya terhadap program makan bergizi gratis yang akan dilaksanakan oleh pemerintahan Presiden Prabowo Subianto. 

#prabowo #makanbergizi https://t.co/aXkf4ebXHu","megawati dukung program makan bergizi gratis soroti anggaran rp per porsi presiden ke ri megawati soekarnoputri menyatakan dukungannya terhadap program makan bergizi gratis yang akan dilaksanakan oleh pemerintahan presiden prabowo subianto prabowo makanbergizi","0"
"1.86708631634697E+018","Potret Uji Coba Makan Bergizi Gratis Menu Ikan
https://t.co/9xxmYoKl6m","potret uji coba makan bergizi gratis menu ikan","0"
"1.8667545428067E+018","Kabar Baik, Program Makan Bergizi Gratis Bakal Diterapkan di Pesantren #BNetwork
https://t.co/iabJyb7IfO","kabar baik program makan bergizi gratis bakal diterapkan di pesantren bnetwork","0"
"1.86683029421474E+018","Sri Mulyani mengatakan, belanja pemerintah pusat akan mendukung sejumlah program prioritas pembangunan seperti makan bergizi gratis, swasembada pangan dan energi, pendidikan, kesehatan dan perlindungan sosial. https://t.co/ns6OyEQSsE https://t.co/MNqH7lCgvN","sri mulyani mengatakan belanja pemerintah pusat akan mendukung sejumlah program prioritas pembangunan seperti makan bergizi gratis swasembada pangan dan energi pendidikan kesehatan dan perlindungan sosial","0"
"1.86711028801903E+018","Dari Dapur hingga ke Meja Siswa, Uji Coba Makan Bergizi Gratis https://t.co/ccCNLWoYnE","dari dapur hingga ke meja siswa uji coba makan bergizi gratis","0"
"1.86741705181362E+018","Partai Nasdem menilai, pemerintah memiliki pertimbangan dalam menetapkan anggaran makan bergizi gratis senilai Rp 10.000 per porsi.

&lt; #Megawati #Nasdem 

https://t.co/uuGIHGHcqc","partai nasdem menilai pemerintah memiliki pertimbangan dalam menetapkan anggaran makan bergizi gratis senilai rp per porsi lantai megawati nasdem","0"
"1.86719268529289E+018","Pemerintah siap melaksanakan Program Makan Bergizi Gratis (MBG) mulai 2 Januari 2025! ð½ï¸â£
â£
Dalam proses uji coba selama beberapa bulan terakhir, pemerintah telah menemukan format ideal dalam proses pelaksanaan program. Pemerintah juga telah mulai penyediaan bahan baku, https://t.co/3BwrjG1dqA","pemerintah siap melaksanakan program makan bergizi gratis mbg mulai januari dalam proses uji coba selama beberapa bulan terakhir pemerintah telah menemukan format ideal dalam proses pelaksanaan program pemerintah juga telah mulai penyediaan bahan baku","0"
"1.86770832767475E+018","Sorot Anggaran Makan Bergizi Gratis, Rp 10.000 dapat Apa? Megawati: Sorry ya Mas, Saya Mesti Kritik
https://t.co/ixXKs1I1r5 lewat @tribunkaltim","sorot anggaran makan bergizi gratis rp dapat apa megawati sorry ya mas saya mesti kritik lewat","1"
"1.86597566068836E+018","Kantor Komunikasi Kepresidenan RI meninjau uji coba pelaksanaan makan bergizi gratis untuk pelajar di Kota Bogor. https://t.co/02OwLDxKaI","kantor komunikasi kepresidenan ri meninjau uji coba pelaksanaan makan bergizi gratis untuk pelajar di kota bogor","0"
"1.86744752138956E+018","Gibran Klaim Program Makan Bergizi Gratis Paling Didukung Ibu-ibu https://t.co/mx5FO4ObI3","gibran klaim program makan bergizi gratis paling didukung ibuibu","0"
"1.86781045467825E+018","Megawati kritik Program Makan Bergizi Gratis, Rp 10.000 Dapat Tempe, Ini Penjelasan Cak Imin
https://t.co/8JA3gn67Ox","megawati kritik program makan bergizi gratis rp dapat tempe ini penjelasan cak imin","1"
"1.86714015031858E+018","Megawati Kritik Anggaran Makan Bergizi Gratis: Hai Mas Bowo, Rp 10 Ribu tak Masuk Akal
https://t.co/ZGpdk1nOg4","megawati kritik anggaran makan bergizi gratis hai mas bowo rp ribu tak masuk akal","1"
"1.86751352859025E+018","Gibran: Program Makan Bergizi Gratis Paling Didukung Ibu-ibu 
@gibran_tweet 

https://t.co/LeIe1XtlSD 
#wapres #gibranrakabuming #makanbergizigratis #fatayatnu","gibran program makan bergizi gratis paling didukung ibuibu wapres gibranrakabuming makanbergizigratis fatayatnu","0"
"1.86739838893082E+018","Ketua Umum PDI Perjuangan Megawati Soekarnoputri mengaku dirinya mendukung salah satu program Presiden Prabowo Subianto, yakni makan bergizi gratis (MBG).
https://t.co/olC56SWuUL","ketua umum pdi perjuangan megawati soekarnoputri mengaku dirinya mendukung salah satu program presiden prabowo subianto yakni makan bergizi gratis mbg","0"
"1.86783741154132E+018","Pemerintah Kota (Pemkot) Tangerang berhasil mencatatkan capaian luar biasa selama menyukseksan Uji Coba Program Makan Bergizi Gratis (MBG) di Kota Tangerang.","pemerintah kota pemkot tangerang berhasil mencatatkan capaian luar biasa selama menyukseksan uji coba program makan bergizi gratis mbg di kota tangerang","0"
"1.8635753448398E+018","Presiden Prabowo Subianto menetapkan alokasi Makan Bergizi Gratis Rp 10 ribu per porsi, turun dari Rp 15 ribu.

https://t.co/gQcyOg7OR2","presiden prabowo subianto menetapkan alokasi makan bergizi gratis rp ribu per porsi turun dari rp ribu","0"
"1.86752488284349E+018","Wapres RI Gibran Rakabuming Raka bercerita saat didukung oleh banyak ibu-ibu terkait program makan bergizi gratis. Bahkan, Gibran mengaku sudah ditagih program tersebut sebelum dilantik. https://t.co/4jyy4kh3Fr","wapres ri gibran rakabuming raka bercerita saat didukung oleh banyak ibuibu terkait program makan bergizi gratis bahkan gibran mengaku sudah ditagih program tersebut sebelum dilantik","0"
